store_code,id,price,availability
SUPREMAARTE,11614,41,in_stock
SUPREMAARTE,11675,44.9,in_stock
SUPREMAARTE,11683,50.9,in_stock
SUPREMAARTE,11686,30.9,in_stock
SUPREMAARTE,11688,30.9,in_stock
SUPREMAARTE,11689,30.9,in_stock
SUPREMAARTE,11690,43.9,in_stock
SUPREMAARTE,11695,53.9,in_stock
SUPREMAARTE,11741,16.9,in_stock
SUPREMAARTE,11794,17.9,in_stock
SUPREMAARTE,11805,13.9,in_stock
SUPREMAARTE,11811,12.9,in_stock
SUPREMAARTE,11814,43,in_stock
SUPREMAARTE,11833,20.9,in_stock
SUPREMAARTE,11852,22.5,in_stock
SUPREMAARTE,11853,16.5,in_stock
SUPREMAARTE,11905,35.7,in_stock
SUPREMAARTE,11912,28.5,in_stock
SUPREMAARTE,11956,23.9,in_stock
SUPREMAARTE,11957,20.9,in_stock
SUPREMAARTE,11974,13.9,in_stock
SUPREMAARTE,12106,25.9,in_stock
SUPREMAARTE,12107,16.9,in_stock
SUPREMAARTE,12108,24,in_stock
SUPREMAARTE,12109,23.9,in_stock
SUPREMAARTE,12121,14.5,in_stock
SUPREMAARTE,12122,13.9,in_stock
SUPREMAARTE,12132,22.5,in_stock
SUPREMAARTE,12138,20.5,in_stock
SUPREMAARTE,12142,17,in_stock
SUPREMAARTE,12151,22.5,in_stock
SUPREMAARTE,12178,63.9,in_stock
SUPREMAARTE,12180,31.9,in_stock
SUPREMAARTE,12181,31.9,in_stock
SUPREMAARTE,12183,31.9,in_stock
SUPREMAARTE,12249,20.9,in_stock
SUPREMAARTE,12306,45,in_stock
SUPREMAARTE,12338,19.9,in_stock
SUPREMAARTE,12339,14.5,in_stock
SUPREMAARTE,12344,11,in_stock
SUPREMAARTE,12345,22.4,in_stock
SUPREMAARTE,12391,16.5,in_stock
SUPREMAARTE,12401,21.9,in_stock
SUPREMAARTE,12792,40.9,in_stock
SUPREMAARTE,12865,20.9,in_stock
SUPREMAARTE,12880,54.9,in_stock
SUPREMAARTE,12885,18.9,in_stock
SUPREMAARTE,12925,26.9,in_stock
SUPREMAARTE,12929,26.9,in_stock
SUPREMAARTE,12932,26.9,in_stock
SUPREMAARTE,12934,23.9,in_stock
SUPREMAARTE,12969,75.5,in_stock
SUPREMAARTE,13270,22.5,in_stock
SUPREMAARTE,13271,22.5,in_stock
SUPREMAARTE,13283,12.5,in_stock
SUPREMAARTE,13284,12.5,in_stock
SUPREMAARTE,13285,12.5,in_stock
SUPREMAARTE,13287,31,in_stock
SUPREMAARTE,13288,11.5,in_stock
SUPREMAARTE,13293,20.9,in_stock
SUPREMAARTE,13296,20.9,in_stock
